class,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32,x33,y33,z33,visibility33
Reverse fly,0.558856428,-0.009454525,-0.592840791,0.999586999,0.57363534,-0.045852359,-0.58423239,0.999005258,0.582334816,-0.044268031,-0.584418833,0.998828351,0.591627538,-0.041986462,-0.584727645,0.998648584,0.552220464,-0.045170549,-0.571097195,0.999358833,0.545829594,-0.044013612,-0.571175456,0.999300241,0.539400637,-0.042771149,-0.571347594,0.99935627,0.613983035,-0.020158056,-0.417001337,0.998891532,0.535906851,-0.024391614,-0.354863197,0.999520898,0.578463674,0.024238583,-0.522868514,0.999427319,0.548749506,0.021846732,-0.504165053,0.999681175,0.708602488,0.124342494,-0.276189923,0.999138296,0.464394897,0.12944223,-0.248945743,0.999757886,0.856856465,0.203588352,-0.342817962,0.977915585,0.340763748,0.229460776,-0.436077982,0.980799496,1.015688539,0.214580521,-0.515794814,0.942076504,0.211101487,0.272336572,-0.839370072,0.959464729,1.077072382,0.221868664,-0.565818191,0.893673837,0.174551055,0.289124161,-0.911891162,0.932056844,1.079306841,0.212085664,-0.627164185,0.906407714,0.191474974,0.294141382,-0.963766396,0.940549374,1.055068731,0.222282663,-0.551715493,0.924293578,0.210329264,0.29803434,-0.8764925,0.948162138,0.646418452,0.591159523,-0.0007367,0.992416561,0.513855696,0.586935461,0.001212892,0.997020304,0.665763021,0.825291634,0.32264325,0.93371582,0.493257374,0.830768347,0.272054046,0.963034093,0.667334676,0.966763437,0.856518388,0.738135159,0.501573205,0.994140446,0.751849174,0.813654125,0.660080552,0.96546036,0.902386367,0.639775574,0.503604114,1.031082988,0.79519999,0.628689468,0.703968287,1.098691583,0.726393938,0.585901082,0.466396034,1.163512588,0.592396259,0.61718595
Reverse fly,0.561778724,-0.016857663,-0.724677444,0.999473751,0.575786352,-0.051924873,-0.705821037,0.998694658,0.585296035,-0.048995532,-0.705976367,0.998506904,0.59531343,-0.045595586,-0.706265509,0.998271585,0.552557945,-0.054657523,-0.703007042,0.999132633,0.545921504,-0.054061811,-0.703095555,0.99905926,0.539403677,-0.053560901,-0.703214049,0.999113023,0.614942372,-0.022659903,-0.503055811,0.998584688,0.534109712,-0.035746921,-0.485517919,0.999335468,0.581107199,0.021113571,-0.642253458,0.999245048,0.550754368,0.01653228,-0.636447191,0.99955827,0.709503055,0.111846589,-0.375803173,0.999015331,0.451064736,0.118593916,-0.334002554,0.999658883,0.86720401,0.155336514,-0.496223271,0.978501618,0.321061552,0.200130224,-0.3854101,0.981143177,1.023035765,0.131264672,-0.758882701,0.939171433,0.175262973,0.195367232,-0.727856398,0.95921123,1.074715614,0.134013742,-0.820257843,0.884835243,0.134636506,0.195974156,-0.751573324,0.929981232,1.073427677,0.12425442,-0.885554492,0.898465753,0.138534531,0.199348241,-0.841678321,0.93895787,1.05089891,0.136572614,-0.800221324,0.919359028,0.154767722,0.206756055,-0.785834134,0.946767569,0.646406412,0.588221729,-0.010062383,0.991789997,0.511666179,0.580903769,0.010451186,0.996710479,0.665664256,0.82256186,0.30870685,0.93238318,0.492709965,0.830829084,0.302900642,0.963237405,0.667351127,0.96519506,0.90123558,0.733495355,0.500739276,0.991255343,0.831709564,0.817783952,0.660104394,0.957875431,0.952498734,0.628343821,0.503774285,1.005059481,0.879503846,0.633195102,0.698982239,1.099123836,0.768918872,0.586746097,0.458247662,1.155280948,0.678266346,0.62816304
Reverse fly,0.563656449,-0.032857761,-0.731296897,0.999185383,0.576794803,-0.062935196,-0.726044655,0.997994423,0.586761475,-0.057288762,-0.72619909,0.997784495,0.597107768,-0.051507596,-0.726582527,0.997431755,0.552631259,-0.068566129,-0.716571689,0.998612404,0.545936108,-0.067199379,-0.716626585,0.998521388,0.539379656,-0.065937325,-0.716758788,0.998552978,0.6149804,-0.026095968,-0.562914133,0.998074949,0.532694459,-0.046170134,-0.517026722,0.998965204,0.582782149,0.012106261,-0.660644352,0.998756647,0.552296519,0.005726906,-0.646624804,0.999167323,0.713199019,0.1022489,-0.425284684,0.998800039,0.442447245,0.110147707,-0.378379226,0.999427974,0.888901353,0.122822523,-0.517058492,0.97913003,0.314036548,0.174119234,-0.495517194,0.980233133,1.056185246,0.091648147,-0.66776818,0.935278714,0.164925784,0.153043181,-0.815410912,0.955514014,1.113999724,0.085174106,-0.714241803,0.87202692,0.123082876,0.151545137,-0.866400421,0.922085643,1.113573313,0.076819658,-0.777170479,0.886949956,0.125588477,0.154107019,-0.92637521,0.931904733,1.091495514,0.091768548,-0.704826593,0.911494315,0.141918451,0.162668899,-0.854484379,0.940591156,0.646419168,0.585036159,-0.014554826,0.990705967,0.511496842,0.578690648,0.014976129,0.996163428,0.665387332,0.82268393,0.306273103,0.926953435,0.492142856,0.830847681,0.309219062,0.958606482,0.666421771,0.970711589,0.879330456,0.713161826,0.500707269,0.990986586,0.832522213,0.805560887,0.659747124,0.967177331,0.927642465,0.605934262,0.504633486,0.998340547,0.880730748,0.620110154,0.68925941,1.10731256,0.748616695,0.570316613,0.449825108,1.15070796,0.69421947,0.619501948
Reverse fly,0.566374898,-0.035312962,-0.746342003,0.999061704,0.580500841,-0.064461358,-0.739990532,0.997622669,0.591213644,-0.061681829,-0.740069032,0.997386634,0.602060199,-0.059090085,-0.740454733,0.996908367,0.554025233,-0.071163505,-0.732802212,0.998395264,0.5464378,-0.069861077,-0.73286283,0.998337805,0.539480388,-0.06874188,-0.7330302,0.998341143,0.617223382,-0.026994832,-0.557220578,0.997811735,0.531109869,-0.048380602,-0.526061177,0.998838842,0.584233105,0.012385336,-0.667520881,0.998497963,0.553573012,0.005816462,-0.657877326,0.999007881,0.719148874,0.09681128,-0.406889737,0.998552978,0.436320841,0.099062994,-0.393718898,0.999336541,0.900621235,0.091796629,-0.463712633,0.97957921,0.311730206,0.151781693,-0.678785443,0.978954136,1.070708871,0.058212347,-0.577158332,0.933430195,0.164017051,0.12030042,-1.183079958,0.953689337,1.132159472,0.034961704,-0.628808737,0.864694595,0.124065183,0.118219391,-1.254473329,0.919186294,1.135179162,0.02728668,-0.68618381,0.880596101,0.126609609,0.119762175,-1.299875617,0.929178774,1.112439394,0.044573244,-0.611736894,0.90713346,0.14085418,0.125882909,-1.219828248,0.937948883,0.647052467,0.575349391,-0.012626116,0.990353405,0.511361539,0.571773648,0.013148734,0.996035397,0.664218187,0.820910096,0.314583004,0.921930134,0.49289903,0.830823064,0.297435105,0.95036757,0.665469527,0.972044528,0.890117764,0.692054331,0.501858115,0.980134547,0.834132075,0.785778046,0.658429682,0.967217386,0.939946651,0.588715732,0.510299146,0.983843267,0.885390878,0.604075134,0.680176616,1.108766675,0.769400954,0.552910209,0.450408638,1.13168633,0.704512537,0.601821363
Reverse fly,0.56740576,-0.034007646,-0.779356122,0.99895519,0.586364329,-0.071088627,-0.774606347,0.997354329,0.597483456,-0.070131265,-0.774641454,0.997056723,0.608574808,-0.069323093,-0.775018573,0.996420383,0.555957794,-0.07293418,-0.764756322,0.998247504,0.548494399,-0.071333639,-0.764835894,0.998215973,0.54137969,-0.070232503,-0.765038133,0.998225987,0.61967206,-0.031551234,-0.594020724,0.997618318,0.531596303,-0.050977696,-0.549586415,0.998813033,0.586223006,0.012198584,-0.700091004,0.998306453,0.556048334,0.005224549,-0.68672049,0.998922288,0.726294458,0.078559473,-0.436827332,0.998093188,0.439902931,0.086168021,-0.424697876,0.999290228,0.898991466,0.055051986,-0.507208109,0.978425026,0.311558723,0.102600813,-0.730538666,0.978896797,1.038539648,-0.002069119,-0.615033507,0.92454952,0.168724194,0.049803767,-1.228650689,0.953848183,1.102614999,-0.039316833,-0.650658131,0.847303271,0.130414292,0.042306591,-1.309139371,0.918551803,1.105095148,-0.04803203,-0.705341876,0.863862634,0.132174879,0.039227508,-1.346919775,0.9283728,1.083879232,-0.028297337,-0.649028063,0.895210803,0.146013737,0.047807042,-1.264155626,0.937406063,0.649146914,0.566114724,-0.012178482,0.990002751,0.512077391,0.565977454,0.012593905,0.995884001,0.664689422,0.820879042,0.275838792,0.916432977,0.492836386,0.828593552,0.271264195,0.942788184,0.665410995,0.979531407,0.837301373,0.672207296,0.5018695,0.980443895,0.800251663,0.770914197,0.658651769,0.977541268,0.887091458,0.570980132,0.511576474,0.983972251,0.85030061,0.597939014,0.676968932,1.129212976,0.709653556,0.536384642,0.45131731,1.134185195,0.663488746,0.588583171
Reverse fly,0.568271577,-0.040336002,-0.78610146,0.998911738,0.586443782,-0.071999975,-0.772978902,0.997370839,0.603901505,-0.076500423,-0.772992551,0.997016609,0.615670383,-0.075966924,-0.773363888,0.996368766,0.556967378,-0.076805092,-0.770831645,0.998284817,0.549650371,-0.078575179,-0.770903349,0.99824053,0.542485118,-0.077184595,-0.77114284,0.998269975,0.630136967,-0.056675307,-0.567123175,0.997587264,0.531875432,-0.056637499,-0.559574485,0.998868644,0.586664557,0.006303492,-0.698540866,0.998254657,0.556841612,-0.00207483,-0.695918381,0.99893856,0.725268483,0.075681396,-0.423288167,0.996962845,0.435564756,0.082970358,-0.424584061,0.999225855,0.896273911,0.036097955,-0.576101184,0.976352751,0.297560692,0.077599362,-0.71571219,0.979008794,1.0102036,-0.073397048,-0.749162078,0.911235273,0.166072279,0.019091608,-1.130238295,0.951161981,1.087273479,-0.117993355,-0.791791081,0.821721911,0.125871137,-0.006355076,-1.196095347,0.911390364,1.100257397,-0.132029086,-0.807498634,0.838089228,0.129888296,-0.012011452,-1.218476653,0.921126366,1.059594512,-0.10656026,-0.769162536,0.875695825,0.146163374,0.007787393,-1.15636766,0.931475401,0.652419388,0.561759591,-0.010064205,0.988986373,0.514743805,0.563809574,0.010410522,0.995568693,0.664797425,0.819365442,0.267585278,0.904259086,0.493227303,0.828545988,0.257488817,0.933425426,0.665053964,0.981115878,0.825843036,0.647568166,0.501874566,0.980702281,0.753183663,0.754727185,0.658087611,0.978720307,0.875857055,0.560241401,0.506352186,1.04242301,0.799965978,0.586681664,0.678564668,1.1288836,0.722477257,0.515833676,0.449999273,1.141927242,0.617599666,0.568590403
Reverse fly,0.573833823,-0.033540424,-0.915245652,0.998966038,0.600720525,-0.070134945,-0.898039997,0.997572482,0.614824295,-0.073665336,-0.897952557,0.997215629,0.627055466,-0.073045202,-0.898408711,0.996633947,0.566685855,-0.075403713,-0.904348493,0.998413742,0.558061242,-0.077984907,-0.904452324,0.998358727,0.547412515,-0.079235844,-0.90465486,0.998404264,0.637658477,-0.053212095,-0.679866254,0.997736871,0.532814801,-0.069671057,-0.707628369,0.998959899,0.591045022,0.007182917,-0.820967317,0.99833411,0.559411824,-0.000630749,-0.828867614,0.999004304,0.724138677,0.058077749,-0.522261679,0.995757878,0.436781555,0.07456629,-0.560789287,0.999158204,0.887975037,0.032620564,-0.683144808,0.974938571,0.265987515,0.029257458,-0.729459405,0.980274737,0.953225493,-0.193187252,-0.874071598,0.903099179,0.182932496,-0.187004775,-0.980895698,0.95178479,0.973717511,-0.255391836,-0.929826081,0.804900885,0.145479321,-0.23764202,-1.058659792,0.907978475,0.972280145,-0.273908734,-0.933257222,0.819338858,0.147722289,-0.250934124,-1.073654413,0.916551471,0.956713676,-0.245193616,-0.891523361,0.860204875,0.161371469,-0.223334551,-1.062922001,0.927660942,0.656140924,0.544668376,-0.009818844,0.989234328,0.515649617,0.553488433,0.010263423,0.995637834,0.666205943,0.817324638,0.216531157,0.906126738,0.493212134,0.827496827,0.260078192,0.930717826,0.665779591,0.978224993,0.803954959,0.646513283,0.501413941,0.980429828,0.749499202,0.751780152,0.658552527,0.97386992,0.869797587,0.556081772,0.506918192,1.005796075,0.796328902,0.585656345,0.680241466,1.134105682,0.695996284,0.509269953,0.442500412,1.142259836,0.633265555,0.561894238
Reverse fly,0.573418975,-0.030582646,-0.947687924,0.998892426,0.598825037,-0.069748029,-0.940526009,0.997621298,0.612128496,-0.070523813,-0.940496147,0.997187376,0.625420928,-0.069636755,-0.941035748,0.996718884,0.565954924,-0.07506679,-0.943467438,0.998418033,0.557560384,-0.076459497,-0.943533719,0.998287261,0.547327876,-0.076802507,-0.943771243,0.998420656,0.638950586,-0.051311482,-0.753759027,0.997649729,0.532450438,-0.069970027,-0.764985919,0.998957872,0.589632392,0.007858245,-0.862417579,0.998121917,0.55927825,0.0013163,-0.865492046,0.998902857,0.723910213,0.054564696,-0.592959285,0.992126465,0.437850654,0.070029162,-0.62082541,0.998728991,0.879838347,0.019624172,-0.744649291,0.972181022,0.257586867,0.006897625,-0.728465319,0.9803617,0.95145762,-0.228214934,-0.916362941,0.880580187,0.204127997,-0.270609707,-0.809776902,0.942188978,0.968884587,-0.29771328,-0.974064827,0.770751119,0.192366064,-0.339670181,-0.853844285,0.883639455,0.969785392,-0.314340502,-0.981455803,0.784434497,0.194370195,-0.346989661,-0.84713614,0.890352964,0.955635428,-0.283844352,-0.936409652,0.829995394,0.207504392,-0.314200729,-0.82395792,0.905115068,0.655301273,0.537077367,-0.009237817,0.988107383,0.524528861,0.542779505,0.009677883,0.995144308,0.663215995,0.811039209,0.22281757,0.898708582,0.496142954,0.827015936,0.255475104,0.92120868,0.662410975,0.976352811,0.710206985,0.625268698,0.501887739,0.978563666,0.662690759,0.725119889,0.657849073,0.972192526,0.752055109,0.538056254,0.500378907,1.052041292,0.700602353,0.56422466,0.668730974,1.136724949,0.609632373,0.483339489,0.443988711,1.14828527,0.553319931,0.531404853
Reverse fly,0.574562907,-0.020846047,-0.895918012,0.998946846,0.60150826,-0.062139563,-0.879020214,0.997796655,0.614931226,-0.059282925,-0.87894839,0.997368336,0.627832294,-0.056717176,-0.879436672,0.996958852,0.565979123,-0.07457418,-0.881801724,0.998531103,0.557166278,-0.075235248,-0.88190192,0.998393118,0.54727143,-0.075251132,-0.88206321,0.998536706,0.640278697,-0.049380459,-0.67151165,0.997796714,0.531732738,-0.067280836,-0.683218002,0.999034941,0.592047632,0.008596527,-0.805721164,0.99818784,0.559229493,0.003207303,-0.809473336,0.998949826,0.72340548,0.058011614,-0.528401017,0.991129875,0.438461453,0.072081648,-0.53549248,0.998556256,0.876218975,-0.007386357,-0.670481324,0.972359657,0.263075024,0.015015903,-0.674856782,0.980302215,0.921101749,-0.266012371,-0.807426155,0.872897446,0.201586992,-0.233758852,-0.810899854,0.933084846,0.927507102,-0.333756566,-0.861329436,0.752419531,0.187036484,-0.286072433,-0.865437865,0.861480772,0.921771526,-0.355227858,-0.866077721,0.764109254,0.193778977,-0.293746293,-0.863402367,0.866874993,0.913732171,-0.324562848,-0.824519753,0.812707782,0.207342818,-0.265836716,-0.824980557,0.885729492,0.656932592,0.542210639,-0.01246935,0.987325847,0.523916602,0.544917166,0.012784755,0.994709253,0.663674414,0.813054621,0.200257301,0.89621222,0.496106446,0.828935564,0.254543692,0.912682772,0.662236989,0.973648369,0.71444422,0.609191656,0.502362788,0.975692689,0.665849447,0.711020887,0.659243941,0.969910979,0.758946836,0.52001667,0.503535092,1.003661394,0.705422759,0.554058731,0.667026222,1.144256234,0.616109014,0.464082032,0.440851867,1.156808615,0.558782816,0.514451325
Reverse fly,0.578270316,-0.017308217,-1.060829878,0.999002337,0.605020046,-0.059054825,-1.048951507,0.997955501,0.618519604,-0.054675002,-1.048849225,0.997540474,0.631633878,-0.051158864,-1.049300432,0.997171938,0.568026841,-0.073804185,-1.056962729,0.998636603,0.557629168,-0.073986329,-1.057055712,0.998496711,0.547240913,-0.074383341,-1.057152629,0.998637795,0.646448195,-0.047284663,-0.819043934,0.997948587,0.530838788,-0.066223256,-0.855776787,0.999106884,0.59764564,0.009734022,-0.958736718,0.998247802,0.561441362,0.003526218,-0.968811512,0.99898982,0.725025713,0.054408126,-0.636540473,0.990814805,0.437817633,0.069008209,-0.687662482,0.998433709,0.886656404,0.017671168,-0.748646319,0.970585942,0.245018363,0.019554215,-0.889263988,0.980548322,0.96781987,-0.123644814,-0.901498675,0.852288961,0.155772209,-0.146765441,-1.071853161,0.919170797,0.982908428,-0.160264507,-0.944001555,0.723210096,0.129343018,-0.176278278,-1.123238325,0.83392626,0.976304054,-0.176673666,-0.971190631,0.735616982,0.140536204,-0.189840928,-1.15050137,0.839755774,0.965003967,-0.154952675,-0.92705375,0.790816188,0.157213241,-0.166972294,-1.096337676,0.864235461,0.658764362,0.545155525,-0.011887654,0.985842228,0.521687329,0.547751963,0.012278839,0.994044721,0.665347576,0.813257396,0.254565895,0.8908571,0.494917631,0.832784891,0.294824421,0.907770038,0.664003253,0.971762836,0.757995009,0.594700813,0.50138092,0.975888789,0.709398687,0.704212487,0.662989438,0.968861043,0.79980886,0.511982501,0.504548967,0.989596069,0.746690392,0.552491486,0.667275906,1.141970754,0.646028161,0.445918798,0.426273495,1.168433428,0.5773018,0.498259455
Reverse fly,0.579598784,-0.009351568,-1.040323257,0.999062598,0.60397768,-0.046512242,-1.035712123,0.998092115,0.616646111,-0.043713827,-1.035580158,0.997684717,0.629452825,-0.041056491,-1.036044121,0.997337401,0.569397688,-0.053956024,-1.038186789,0.99874258,0.558551669,-0.054180015,-1.03833425,0.998613358,0.547902286,-0.055972293,-1.038527131,0.998748183,0.644373178,-0.036798146,-0.812468171,0.998084486,0.534047663,-0.064513415,-0.82805413,0.999182045,0.598020375,0.012360656,-0.939005494,0.998336196,0.563071847,0.010322974,-0.943040729,0.999059498,0.725644469,0.05686339,-0.596532822,0.99110949,0.437938064,0.071521863,-0.662512124,0.998545885,0.896386147,0.024953673,-0.709196687,0.970602632,0.260903746,0.045645244,-0.984333813,0.981476426,1.00936687,-0.082299948,-0.628167272,0.849296272,0.157434464,-0.080773599,-1.387025118,0.921821892,1.03737855,-0.116208725,-0.641092837,0.713629484,0.125556678,-0.105167046,-1.459028244,0.836907685,1.040399909,-0.130277589,-0.683553457,0.726907611,0.135243446,-0.117606774,-1.479246616,0.84292227,1.023838639,-0.109259173,-0.65569067,0.784287512,0.161559612,-0.097284108,-1.412560463,0.866649032,0.6587466,0.546042681,-0.005203193,0.984611332,0.521842301,0.548008621,0.005532294,0.993821621,0.665743053,0.813578427,0.256543815,0.886404157,0.494888484,0.833515406,0.285180271,0.901316524,0.664072394,0.970944464,0.763546288,0.57408011,0.501655102,0.97620374,0.706234694,0.688300312,0.664170027,0.968599916,0.805755734,0.497862011,0.506293356,0.986811399,0.744524598,0.544156075,0.668085456,1.140503407,0.649978518,0.426399112,0.426867098,1.167347431,0.576906085,0.479403675
Reverse fly,0.580716729,-0.000375045,-1.061876893,0.99913317,0.602879345,-0.0338649,-1.053070426,0.998235285,0.615551949,-0.032925874,-1.052943349,0.997851789,0.628522396,-0.031840067,-1.05329442,0.997529328,0.569464922,-0.036986884,-1.055860043,0.9988451,0.558689415,-0.037850641,-1.056099176,0.998727441,0.548066974,-0.039710186,-1.056254745,0.998851478,0.644264221,-0.030676328,-0.822874248,0.998232007,0.53330195,-0.052007869,-0.841583729,0.999250114,0.598083019,0.01994768,-0.960374057,0.998443663,0.563732564,0.018698774,-0.965326011,0.999124885,0.724586248,0.062279694,-0.62222755,0.99173969,0.438309342,0.073043935,-0.680160642,0.998655081,0.892463088,0.037013233,-0.693101943,0.972171962,0.270917594,0.053966012,-1.075885057,0.981848538,1.02577126,-0.068530478,-0.808607399,0.856892109,0.166479126,-0.01124386,-1.627430201,0.923622191,1.068767905,-0.09762419,-0.845803559,0.722895682,0.132365197,-0.032283358,-1.717035532,0.8410393,1.072760463,-0.112332545,-0.897268772,0.736350298,0.137757227,-0.037975848,-1.750208616,0.847495735,1.05325985,-0.093831904,-0.843506336,0.792339742,0.156253487,-0.021560632,-1.662898064,0.870606363,0.658533514,0.556378007,-0.003317156,0.983947217,0.521204531,0.559036314,0.003550717,0.993823886,0.6668818,0.813681304,0.235200092,0.884048879,0.494131237,0.833451509,0.26158455,0.899696469,0.666119635,0.971661747,0.762831688,0.558843493,0.502430618,0.989486337,0.705636322,0.680888236,0.665485978,0.969040215,0.805704415,0.485678941,0.509261906,0.987704396,0.744242132,0.543828547,0.677152932,1.139481068,0.64368999,0.414529234,0.429054826,1.170960188,0.559469223,0.47052905
Reverse fly,0.58008939,-0.000689378,-1.027972341,0.999195516,0.600523174,-0.03469855,-1.010422468,0.998349488,0.61152935,-0.033790477,-1.010424376,0.997998595,0.622398734,-0.032583117,-1.010111928,0.997690976,0.568495989,-0.038889598,-1.008556962,0.998926282,0.558008134,-0.040295396,-1.009119153,0.998822153,0.547787726,-0.042131934,-1.008550525,0.998930991,0.633583605,-0.030700486,-0.698852479,0.998359144,0.533280492,-0.05071605,-0.702982485,0.999298871,0.596946299,0.019743131,-0.930028319,0.998552024,0.562958181,0.018658184,-0.926920772,0.999182224,0.724217176,0.071393393,-0.527369738,0.992454886,0.438777596,0.087323159,-0.525815547,0.998740852,0.89803201,0.074570678,-0.571986735,0.974303663,0.299875677,0.150297493,-0.900871575,0.982112706,1.050240993,0.00070997,-0.745922208,0.868440449,0.171509326,0.107059516,-1.38628459,0.92813617,1.099365473,0.000414268,-0.804088593,0.742291808,0.133463085,0.096140288,-1.480598211,0.850837231,1.098552585,-0.015191874,-0.858658314,0.755396843,0.138040692,0.08935117,-1.525887728,0.857404053,1.077114463,0.001489419,-0.802690864,0.807754159,0.157146499,0.103119254,-1.426207185,0.87867254,0.658416569,0.573336303,-0.004806777,0.984099448,0.518846631,0.577507138,0.005072522,0.993952692,0.667016625,0.816559255,0.24059093,0.888455987,0.494686186,0.837039948,0.266783178,0.903814197,0.667338967,0.9752056,0.861204624,0.568065405,0.503777623,0.992248774,0.777338922,0.69248426,0.666805148,0.970043898,0.913551629,0.49105683,0.509158731,1.079738975,0.822596073,0.556728363,0.677402079,1.142913699,0.744568467,0.425278127,0.431488931,1.181042314,0.626393855,0.485614151
Reverse fly,0.578958452,-0.003249311,-0.925602734,0.999207258,0.595477223,-0.037534907,-0.896114469,0.998330414,0.603987098,-0.050086312,-0.89624536,0.998006821,0.614994228,-0.050397329,-0.896286786,0.997695148,0.565225959,-0.042678759,-0.888422489,0.998918176,0.555516839,-0.042078648,-0.888649583,0.99882108,0.546155572,-0.04248368,-0.888543904,0.998915732,0.625524163,-0.030821471,-0.654692471,0.998347342,0.530792713,-0.048428413,-0.630325735,0.999268234,0.596028864,0.019023562,-0.843235135,0.998563468,0.562240362,0.017991055,-0.825668693,0.999164999,0.723840773,0.08624173,-0.517829955,0.992949843,0.437546581,0.101871818,-0.439045191,0.998734593,0.910329163,0.110396937,-0.555484593,0.975889385,0.308870852,0.179800078,-0.34451738,0.981343687,1.042462945,0.072886921,-0.752539515,0.874075592,0.173707992,0.15029715,-0.418473721,0.928436339,1.10932374,0.06200368,-0.8094033,0.748428762,0.132708862,0.137280136,-0.44196552,0.851940453,1.106076002,0.045166414,-0.878100097,0.762147188,0.135108829,0.13216804,-0.507934213,0.859474599,1.08601737,0.058467962,-0.80030328,0.814335942,0.153780252,0.147973642,-0.453615814,0.880393922,0.658250988,0.587241173,-0.019341454,0.983587742,0.51783967,0.593601406,0.019896107,0.993837237,0.667957902,0.819954872,0.244907945,0.890175462,0.495468915,0.837329507,0.305013448,0.908477902,0.66775763,0.975964189,0.947399318,0.572537482,0.504866004,0.991976321,0.894363225,0.703849494,0.667340517,0.971202314,1.009399772,0.498676151,0.510121703,1.083010197,0.947846234,0.57193923,0.682273507,1.142524123,0.837949872,0.431347102,0.438198626,1.179231405,0.750701666,0.499622434
Reverse fly,0.571876526,-0.008336772,-0.550258279,0.999217212,0.588056207,-0.04335212,-0.532876372,0.998343527,0.597610116,-0.050547592,-0.533045709,0.998047531,0.608031213,-0.050293382,-0.533191919,0.997738242,0.558641732,-0.046435587,-0.524056673,0.99891752,0.549155653,-0.044217668,-0.524010181,0.998822749,0.539656699,-0.042982403,-0.524121881,0.998900056,0.621089339,-0.03099807,-0.352066278,0.998349488,0.525396943,-0.045783166,-0.311707556,0.999230981,0.59097749,0.017696744,-0.479290396,0.998609245,0.556755364,0.016878087,-0.465612322,0.999174595,0.721818328,0.092516772,-0.259972751,0.993560076,0.438436121,0.121473812,-0.212334901,0.998790264,0.877467513,0.171987787,-0.360667527,0.974593878,0.321532845,0.230196938,-0.44021973,0.977955043,1.031531453,0.18989028,-0.641974747,0.879044294,0.196136385,0.249423206,-0.849533737,0.928247154,1.097099066,0.211564407,-0.714131236,0.759751201,0.16082789,0.270139962,-0.905408263,0.855278075,1.0982126,0.19502832,-0.775247276,0.77446574,0.16428709,0.258337796,-0.941323459,0.863875389,1.031137347,0.189860284,-0.682429433,0.824518561,0.184111014,0.262859166,-0.881587684,0.884252012,0.658128738,0.597307205,-0.017358687,0.984149992,0.51652509,0.601841748,0.018089779,0.993879318,0.6682266,0.819717407,0.268600762,0.886745036,0.49726662,0.836140335,0.293903023,0.908860207,0.668643355,0.975477993,0.874729276,0.57567358,0.505367756,0.991019964,0.839549661,0.701799572,0.668185353,0.970120668,0.927155852,0.504095912,0.512722075,1.017396092,0.883236527,0.573208332,0.688225627,1.131754518,0.770763755,0.437346458,0.455159843,1.176729918,0.676143706,0.499730498
Reverse fly,0.566636205,-0.008579117,-0.421234757,0.999277651,0.581564665,-0.043514702,-0.403202683,0.998472512,0.591002643,-0.047947314,-0.403390884,0.998203933,0.60089922,-0.046616659,-0.40360409,0.997922957,0.556710422,-0.045852803,-0.393747866,0.999000311,0.548600316,-0.043981191,-0.393712699,0.998912096,0.539775133,-0.042720839,-0.393854678,0.998983026,0.617705762,-0.028121468,-0.237986118,0.998472512,0.526999831,-0.036821321,-0.191140145,0.999282897,0.586475968,0.017654972,-0.356560498,0.99872452,0.556080699,0.016886327,-0.341578364,0.999237955,0.718149066,0.102108203,-0.152183205,0.994175375,0.452309847,0.127027705,-0.127242908,0.998894095,0.862541974,0.235077769,-0.257033437,0.97536099,0.343966544,0.263165653,-0.305061281,0.977789819,0.981259644,0.278039187,-0.551991582,0.887180686,0.224062175,0.313105792,-0.71614182,0.932371676,1.023754358,0.303990781,-0.626017451,0.775883377,0.193540186,0.339774966,-0.794834971,0.864375353,1.008671641,0.298700988,-0.679831028,0.790442944,0.20505181,0.328479141,-0.847127914,0.87301892,0.977008343,0.292635977,-0.588525057,0.836970806,0.221877366,0.324375957,-0.754767895,0.891828418,0.657721877,0.602540195,-0.008914562,0.984700322,0.515604675,0.604308665,0.00992026,0.994009316,0.669004679,0.823477685,0.198257074,0.882689059,0.496279657,0.837126195,0.172785252,0.910899043,0.668346167,0.975468755,0.630578458,0.565499425,0.505389333,0.990665197,0.513760448,0.69566077,0.666649938,0.970393181,0.667759836,0.501328528,0.512726903,0.999022484,0.544100285,0.567277372,0.699424982,1.121336818,0.544638574,0.429044843,0.455518305,1.175844193,0.389539152,0.492249697
